eps1         u           sigma3       sigma3'     sigma1       sigma1'     p           q
[%]         [kPa]        [kPa]        [kPa]       [kPa]        [kPa]       [kPa]       [kPa] 

6.0718      529.7023     549.9868     20.2845     583.9450     54.2428     31.6039     33.9583
6.0983      529.6683     550.0206     20.3522     583.9794     54.3111     31.6719     33.9589
6.1247      529.6231     550.0206     20.3975     584.0311     54.4080     31.7343     34.0105
6.1546      529.6118     550.0206     20.4088     584.0916     54.4798     31.7658     34.0710
6.1827      529.6796     549.9868     20.3071     584.0985     54.4189     31.6777     34.1118
6.2107      529.6909     549.9530     20.2620     584.0953     54.4044     31.6428     34.1424
6.2388      529.6231     549.9868     20.3637     584.1800     54.5569     31.7614     34.1932
6.2683      529.6231     549.9530     20.3299     584.2270     54.6040     31.7546     34.2741
6.2973      529.6231     550.0206     20.3975     584.2942     54.6711     31.8220     34.2737
6.3234      529.6457     549.9868     20.3411     584.3119     54.6662     31.7828     34.3252
6.3506      529.5552     550.0206     20.4653     584.3663     54.8111     31.9139     34.3457
6.3771      529.6118     550.0206     20.4088     584.4176     54.8058     31.8744     34.3970
6.4050      529.5892     549.9868     20.3976     584.4345     54.8453     31.8802     34.4477
6.4334      529.5665     549.9868     20.4202     584.4851     54.9185     31.9197     34.4983
6.4611      529.5326     549.9868     20.4541     584.5256     54.9930     31.9671     34.5389
6.4876      529.5665     550.0206     20.4540     584.6207     55.0542     31.9874     34.6002
6.5162      529.5439     549.9868     20.4428     584.6271     55.0832     31.9896     34.6404
6.5437      529.4761     549.9868     20.5107     584.6677     55.1916     32.0710     34.6809
6.5720      529.5213     550.0206     20.4992     584.7620     55.2407     32.0797     34.7414
6.5990      529.5326     549.9868     20.4541     584.7486     55.2160     32.0414     34.7619
6.6247      529.4987     549.9868     20.4881     584.7898     55.2911     32.0891     34.8030
6.6517      529.5665     549.9868     20.4202     584.8203     55.2537     32.0314     34.8335
6.6788      529.5892     549.9868     20.3976     584.8912     55.3021     32.0324     34.9045
6.7071      529.4761     550.0206     20.5445     584.9246     55.4485     32.1792     34.9040
6.7347      529.4874     550.0206     20.5332     584.9852     55.4978     32.1881     34.9646
6.7636      529.4535     550.0206     20.5671     585.0047     55.5513     32.2285     34.9842
6.7929      529.4874     549.9868     20.4994     585.0105     55.5232     32.1740     35.0238
6.8235      529.4648     549.9868     20.5220     584.9889     55.5242     32.1894     35.0022
6.8522      529.3856     549.9868     20.6012     585.0591     55.6735     32.2919     35.0723
6.8782      529.3404     549.9868     20.6464     585.0898     55.7494     32.3474     35.1030
6.9043      529.3856     549.9530     20.5674     585.0360     55.6504     32.2617     35.0830
6.9298      529.4082     549.9530     20.5448     585.0870     55.6788     32.2561     35.1341
6.9580      529.3630     549.9192     20.5562     585.0628     55.6999     32.2708     35.1437
6.9867      529.4195     549.9530     20.5334     585.1666     55.7471     32.2713     35.2136
7.0140      529.4308     549.9192     20.4883     585.1629     55.7320     32.2362     35.2437
7.0422      529.4082     549.9192     20.5110     585.2027     55.7945     32.2721     35.2835
7.0719      529.3743     549.9192     20.5449     585.2621     55.8878     32.3258     35.3429
7.1000      529.3517     549.9192     20.5675     585.2715     55.9199     32.3516     35.3524
7.1280      529.3404     549.9192     20.5788     585.3013     55.9609     32.3728     35.3821
7.1553      529.3291     549.9868     20.6577     585.3887     56.0596     32.4583     35.4019
7.1811      529.3291     549.9530     20.6239     585.3753     56.0463     32.4314     35.4223
7.2080      529.3969     549.9868     20.5899     585.4593     56.0624     32.4140     35.4725
7.2363      529.3630     549.9530     20.5900     585.4550     56.0920     32.4240     35.5020
7.2635      529.3291     549.9530     20.6239     585.4647     56.1357     32.4612     35.5118
7.2912      529.3177     549.9192     20.6014     585.4707     56.1529     32.4519     35.5515
7.3213      529.3969     549.9530     20.5561     585.5432     56.1463     32.4195     35.5903
7.3485      529.3064     549.8854     20.5790     585.4753     56.1689     32.4423     35.5899
7.3772      529.2725     549.9530     20.6805     585.5822     56.3096     32.5569     35.6292
7.4040      529.3064     549.9530     20.6465     585.5920     56.2855     32.5262     35.6390
7.4299      529.2838     549.9530     20.6692     585.6021     56.3183     32.5522     35.6491
7.4566      529.2725     549.9530     20.6805     585.6320     56.3595     32.5735     35.6790
7.4850      529.2612     549.9192     20.6580     585.6476     56.3864     32.5675     35.7284
7.5133      529.2386     549.9530     20.7144     585.7207     56.4821     32.6370     35.7677
7.5414      529.2386     549.9192     20.6806     585.7061     56.4675     32.6096     35.7869
7.5706      529.2386     549.9530     20.7144     585.7387     56.5001     32.6430     35.7857
7.5999      529.2612     549.9530     20.6918     585.7374     56.4762     32.6199     35.7844
7.6276      529.1481     549.9192     20.7711     585.6627     56.5146     32.6856     35.7435
7.6536      529.0916     549.9530     20.8614     585.6564     56.5648     32.7625     35.7034
7.6811      529.1820     549.9530     20.7709     585.7159     56.5339     32.6919     35.7630
7.7079      529.2160     549.8854     20.6694     585.6781     56.4621     32.6003     35.7927
7.7342      529.2160     549.9192     20.7032     585.7919     56.5759     32.6608     35.8727
7.7617      529.2273     549.8516     20.6243     585.7637     56.5364     32.5950     35.9121
7.7891      529.1481     549.8854     20.7373     585.8169     56.6687     32.7144     35.9315
7.8180      529.1368     549.9192     20.7824     585.9095     56.7727     32.7791     35.9903
7.8475      529.2160     549.8854     20.6694     585.9142     56.6982     32.6790     36.0288
7.8759      529.1142     549.8516     20.7374     585.9294     56.8152     32.7633     36.0778
7.9028      529.1368     549.8854     20.7486     585.9626     56.8258     32.7743     36.0772
7.9298      529.1368     549.8854     20.7486     586.0021     56.8653     32.7875     36.1167
7.9567      529.1481     549.9192     20.7711     586.0553     56.9072     32.8164     36.1361
7.9854      529.1481     549.8854     20.7373     586.0802     56.9320     32.8022     36.1948
8.0130      529.1481     549.8854     20.7373     586.1093     56.9612     32.8119     36.2239
8.0407      529.1255     549.8854     20.7599     586.1583     57.0328     32.8509     36.2729
8.0690      529.1142     549.8854     20.7712     586.1871     57.0729     32.8718     36.3017
8.0958      529.2160     549.8854     20.6694     586.2264     57.0105     32.7831     36.3410
8.1259      529.1368     549.8516     20.7148     586.2306     57.0938     32.8411     36.3790
8.1550      528.9785     549.8516     20.8731     586.2390     57.2605     33.0023     36.3874
8.1826      529.0011     549.8516     20.8505     586.2780     57.2769     32.9926     36.4264
8.2089      528.9785     549.8854     20.9069     586.3512     57.3727     33.0622     36.4658
8.2361      529.0689     549.8516     20.7826     586.3265     57.2576     32.9410     36.4749
8.2630      528.9898     549.8516     20.8618     586.3557     57.3659     33.0298     36.5041
8.2903      529.0237     549.8178     20.7941     586.3708     57.3471     32.9784     36.5530
8.3199      528.9445     549.8516     20.9070     586.3928     57.4482     33.0874     36.5412
8.3488      528.9106     549.8178     20.9072     586.4570     57.5464     33.1202     36.6392
8.3789      529.0124     549.8178     20.8054     586.4847     57.4723     33.0277     36.6669
8.4087      529.0011     549.8516     20.8505     586.5663     57.5652     33.0887     36.7147
8.4364      528.9332     549.8516     20.9184     586.5751     57.6419     33.1595     36.7235
8.4637      528.8428     549.8178     20.9750     586.5403     57.6975     33.2159     36.7225
8.4905      528.8428     549.8178     20.9750     586.5693     57.7265     33.2255     36.7515
8.5178      528.8428     549.8178     20.9750     586.6180     57.7752     33.2418     36.8001
8.5440      528.8201     549.8516     21.0314     586.6810     57.8608     33.3079     36.8294
8.5723      528.8993     549.8178     20.9185     586.6656     57.7662     33.2011     36.8477
8.6008      528.8088     549.8178     21.0090     586.7235     57.9147     33.3109     36.9057
8.6288      528.8767     549.8178     20.9411     586.7520     57.8753     33.2525     36.9342
8.6561      528.8088     549.7840     20.9752     586.7369     57.9280     33.2928     36.9529
8.6848      528.8541     549.8178     20.9637     586.8086     57.9546     33.2940     36.9908
8.7130      528.7297     549.7840     21.0543     586.7833     58.0536     33.3874     36.9993
8.7401      528.7184     549.8178     21.0994     586.8457     58.1274     33.4421     37.0279
8.7665      528.7410     549.7840     21.0430     586.8211     58.0801     33.3887     37.0371
8.7930      528.6958     549.7502     21.0545     586.8260     58.1303     33.4131     37.0758
8.8195      528.6505     549.8178     21.1673     586.9224     58.2719     33.5355     37.1046
8.8483      528.6279     549.7840     21.1561     586.8968     58.2689     33.5270     37.1127
8.8756      528.5827     549.7840     21.2014     586.8955     58.3129     33.5719     37.1115
8.9043      528.6958     549.7840     21.0883     586.8838     58.1881     33.4549     37.0998
8.9333      528.6166     549.7840     21.1674     586.9116     58.2950     33.5433     37.1276
8.9608      528.7184     549.7502     21.0319     586.8567     58.1383     33.4007     37.1065
8.9885      528.5714     549.7502     21.1789     586.8652     58.2938     33.5505     37.1149
9.0149      528.5374     549.7502     21.2128     586.8940     58.3565     33.5940     37.1437
9.0420      528.6166     549.8178     21.2012     586.9801     58.3635     33.5886     37.1623
9.0680      528.6505     549.7840     21.1335     586.9653     58.3148     33.5273     37.1813
9.0953      528.5600     549.7840     21.2240     586.9838     58.4237     33.6239     37.1998
9.1250      528.5600     549.7840     21.2240     586.9914     58.4313     33.6264     37.2073
9.1542      528.5487     549.7840     21.2353     586.9992     58.4504     33.6403     37.2152
9.1837      528.5487     549.7502     21.2015     587.0125     58.4637     33.6222     37.2622
9.2118      528.6505     549.7840     21.1335     587.0742     58.4236     33.5635     37.2901
